1 18630 0 
1 27032 0 
1 464 0 
1 119 0 
1 13918 0 
1 5430 0 
1 23857 0 
1 11378 0 
1 1431 0 
1 24799 0 
1 7892 0 
1 25285 0 
1 26008 0 
1 19913 0 
1 6106 0 
1 27207 0 
1 25604 0 
1 18503 0 
1 2447 0 
1 26747 0 
1 23260 0 
1 14759 0 
1 234 0 
1 23492 0 
1 15431 0 
1 11241 0 
1 19146 0 
1 19758 0 
1 18135 0 
1 19547 0 
1 18150 0 
1 10675 0 
1 24730 0 
1 20319 0 
1 21437 0 
1 24547 0 
1 5024 0 
1 2152 0 
1 23781 0 
1 17363 0 
1 5039 0 
1 19341 0 
1 25585 0 
1 10277 0 
1 25123 0 
1 17174 0 
1 5505 0 
1 619 0 
1 20641 0 
1 6830 0 
1 27243 0 
1 6316 0 
1 226 0 
1 23154 0 
1 14488 0 
1 18680 0 
1 26421 0 
1 11343 0 
1 23785 0 
1 7070 0 
1 7557 0 
1 20279 0 
1 388 0 
1 4130 0 
1 24866 0 
1 154 0 
1 16780 0 
1 7211 0 
1 395 0 
1 26193 0 
1 10320 0 
1 25852 0 
1 7357 0 
1 4182 0 
1 11163 0 
1 1533 0 
1 198 0 
1 1614 0 
1 10529 0 
1 15460 0 
1 26840 0 
1 15027 0 
1 2503 0 
1 7666 0 
1 6611 0 
1 17708 0 
1 4301 0 
1 16517 0 
1 23766 0 
1 9939 0 
1 24627 0 
1 9375 0 
1 7583 0 
1 3655 0 
1 14771 0 
1 12413 0 
1 15773 0 
1 2913 0 
1 25108 0 
1 26467 0 
1 21770 0 
1 20679 0 
1 27242 0 
1 11890 0 
1 17923 0 
1 20946 0 
1 78 0 
1 10102 0 
1 295 0 
1 22565 0 
1 22636 0 
1 3349 0 
1 18805 0 
1 9957 0 
1 19279 0 
1 15040 0 
1 4506 0 
1 1016 0 
1 22586 0 
1 25607 0 
1 306 0 
1 6438 0 
1 5020 0 
1 23456 0 
1 15640 0 
1 25832 0 
1 17798 0 
1 23111 0 
1 22353 0 
1 2071 0 
1 24022 0 
1 25294 0 
1 23834 0 
1 5770 0 
1 4118 0 
1 22483 0 
1 14173 0 
1 10969 0 
1 6707 0 
1 5297 0 
1 3913 0 
1 26192 0 
1 1311 0 
1 22657 0 
1 2464 0 
1 19788 0 
1 5234 0 
1 18648 0 
1 3235 0 
1 23434 0 
1 530 0 
1 7132 0 
1 11725 0 
1 10049 0 
1 14397 0 
1 14904 0 
1 10068 0 
1 454 0 
1 16054 0 
1 19519 0 
1 18284 0 
1 7445 0 
1 13382 0 
1 6325 0 
1 3093 0 
1 9690 0 
1 4492 0 
1 11801 0 
1 13065 0 
1 26329 0 
1 20854 0 
1 25808 0 
1 5105 0 
1 18176 0 
1 23952 0 
1 19581 0 
1 1436 0 
1 9866 0 
1 10467 0 
1 9681 0 
1 3186 0 
1 13216 0 
1 20038 0 
1 49 0 
1 17046 0 
1 6160 0 
1 14032 0 
1 12978 0 
1 9272 0 
1 1227 0 
1 21288 0 
1 21503 0 
1 26522 0 
1 3510 0 
1 22406 0 
1 14844 0 
1 25385 0 
1 7381 0 
1 4731 0 
1 8001 0 
1 11009 0 
1 12626 0 
1 2502 0 
1 436 0 
1 18113 0 
1 15262 0 
1 7394 0 
1 16947 0 
1 27202 0 
1 14125 0 
1 26330 0 
1 24777 0 
1 1180 0 
1 5350 0 
1 77 0 
1 23565 0 
1 11443 0 
1 9786 0 
1 22333 0 
1 20904 0 
1 12455 0 
1 23575 0 
1 14597 0 
1 19923 0 
1 6713 0 
1 20878 0 
1 4848 0 
1 26091 0 
1 17642 0 
1 4311 0 
1 23345 0 
1 8482 0 
1 20398 0 
1 20876 0 
1 16408 0 
1 21434 0 
1 13407 0 
1 5473 0 
1 8977 0 
1 6425 0 
1 1206 0 
1 21106 0 
1 3943 0 
1 18854 0 
1 18292 0 
1 9401 0 
1 16141 0 
1 2936 0 
1 8090 0 
1 6748 0 
1 20693 0 
1 14033 0 
1 2085 0 
1 1511 0 
1 13967 0 
1 22145 0 
1 20235 0 
1 18029 0 
1 1497 0 
1 19472 0 
1 5458 0 
1 1507 0 
1 5190 0 
1 23886 0 
1 7564 0 
1 13822 0 
1 18697 0 
1 14631 0 
1 25263 0 
1 3827 0 
1 26994 0 
1 27053 0 
1 8432 0 
1 24708 0 
1 2400 0 
1 8459 0 
1 12118 0 
1 9585 0 
1 1391 0 
1 5121 0 
1 9087 0 
1 706 0 
1 3864 0 
1 7338 0 
1 26982 0 
1 21006 0 
1 19561 0 
1 7615 0 
1 11041 0 
1 23743 0 
1 620 0 
1 26419 0 
1 14359 0 
1 14329 0 
1 10495 0 
1 17347 0 
1 2039 0 
1 1535 0 
1 14735 0 
1 23814 0 
1 25747 0 
1 12766 0 
1 6920 0 
1 2300 0 
1 10116 0 
1 11414 0 
1 24357 0 
1 13331 0 
1 3006 0 
1 10270 0 
1 26935 0 
1 9682 0 
1 8132 0 
1 18548 0 
1 13519 0 
1 9559 0 
1 9647 0 
1 3372 0 
1 12361 0 
1 10539 0 
1 14447 0 
1 25405 0 
1 14974 0 
1 27228 0 
1 26396 0 
1 16718 0 
1 15421 0 
1 17183 0 
1 14858 0 
1 22283 0 
1 17968 0 
1 24118 0 
1 22417 0 
1 871 0 
1 7554 0 
1 6256 0 
1 22413 0 
1 12927 0 
1 10497 0 
1 21556 0 
1 22649 0 
1 25460 0 
1 12949 0 
1 11566 0 
1 16611 0 
1 24348 0 
1 6584 0 
1 23591 0 
1 3411 0 
1 25996 0 
1 5924 0 
1 3045 0 
1 17889 0 
1 25319 0 
1 15088 0 
1 8009 0 
1 22782 0 
1 3032 0 
1 21817 0 
1 15891 0 
1 13963 0 
1 9076 0 
1 23114 0 
1 4388 0 
1 16044 0 
1 6224 0 
1 24545 0 
1 17282 0 
1 10600 0 
1 26217 0 
1 12375 0 
1 25064 0 
1 19338 0 
1 24714 0 
1 13336 0 
1 21241 0 
1 15453 0 
1 11437 0 
1 8469 0 
1 10402 0 
1 18902 0 
1 6441 0 
1 18984 0 
1 18690 0 
1 19906 0 
1 17487 0 
1 8560 0 
1 10268 0 
1 9119 0 
1 4535 0 
1 16032 0 
1 15600 0 
1 24964 0 
1 2228 0 
1 17857 0 
1 7561 0 
1 15113 0 
1 8520 0 
1 3650 0 
1 9822 0 
1 6493 0 
1 17778 0 
1 26021 0 
1 15618 0 
1 25542 0 
1 23988 0 
1 8470 0 
1 12589 0 
1 4194 0 
1 7323 0 
1 9900 0 
1 19088 0 
1 9613 0 
1 8891 0 
1 11102 0 
1 21689 0 
1 5984 0 
1 17787 0 
1 11079 0 
1 1897 0 
1 22949 0 
1 527 0 
1 15649 0 
1 5363 0 
1 9574 0 
1 11850 0 
1 5309 0 
1 25639 0 
1 1418 0 
1 19162 0 
1 14114 0 
1 21654 0 
1 17767 0 
1 21524 0 
1 7950 0 
1 18994 0 
1 12519 0 
1 11179 0 
1 2542 0 
1 9709 0 
1 9554 0 
1 893 0 
1 25877 0 
1 14335 0 
1 9914 0 
1 17263 0 
1 18076 0 
1 1199 0 
1 18065 0 
1 19466 0 
1 1030 0 
1 11912 0 
1 12108 0 
1 2479 0 
1 4963 0 
1 7317 0 
1 11768 0 
1 7550 0 
1 12918 0 
1 17629 0 
1 501 0 
1 5639 0 
1 24685 0 
1 8960 0 
1 764 0 
1 12897 0 
1 17929 0 
1 22534 0 
1 8595 0 
1 17874 0 
1 23554 0 
1 9357 0 
1 9141 0 
1 3452 0 
1 2732 0 
1 22719 0 
1 3524 0 
1 714 0 
1 21885 0 
1 26415 0 
1 15837 0 
1 24796 0 
1 20513 0 
1 6198 0 
1 22414 0 
1 5027 0 
1 15906 0 
1 7996 0 
1 3932 0 
1 19035 0 
1 21500 0 
1 24481 0 
1 4494 0 
1 7176 0 
1 3225 0 
1 10346 0 
1 6586 0 
1 6923 0 
1 16864 0 
1 13937 0 
1 11173 0 
1 1983 0 
1 951 0 
1 13894 0 
1 8438 0 
1 4985 0 
1 19724 0 
1 8413 0 
1 20364 0 
1 2196 0 
1 16669 0 
1 2546 0 
1 14562 0 
1 26197 0 
1 25771 0 
1 25102 0 
1 9689 0 
1 1061 0 
1 4424 0 
1 26796 0 
1 21328 0 
1 3858 0 
1 26315 0 
1 4708 0 
1 15767 0 
1 16180 0 
1 15743 0 
1 26447 0 
1 1558 0 
1 13778 0 
1 5084 0 
1 6208 0 
1 25594 0 
1 20004 0 
1 23696 0 
1 16890 0 
1 842 0 
1 8008 0 
1 14903 0 
1 1880 0 
1 19080 0 
1 24096 0 
1 4797 0 
1 10499 0 
1 4886 0 
1 16166 0 
1 4924 0 
1 18452 0 
1 26728 0 
1 3130 0 
1 4198 0 
1 6436 0 
1 1673 0 
1 12136 0 
1 11920 0 
1 3517 0 
1 1238 0 
1 8271 0 
1 9413 0 
1 5415 0 
1 1928 0 
1 16414 0 
1 24427 0 
1 16818 0 
1 17477 0 
1 24223 0 
1 4964 0 
1 15496 0 
1 13493 0 
1 2341 0 
1 15144 0 
1 15166 0 
1 26827 0 
1 16301 0 
1 16322 0 
1 21549 0 
1 23810 0 
1 21782 0 
1 18811 0 
1 12229 0 
1 3216 0 
1 10444 0 
1 11680 0 
1 16293 0 
1 2266 0 
1 7679 0 
1 17818 0 
1 6888 0 
1 26222 0 
1 3576 0 
1 24597 0 
1 7178 0 
1 1603 0 
1 2431 0 
1 25216 0 
1 7969 0 
1 24082 0 
1 3836 0 
1 11454 0 
1 1622 0 
1 8946 0 
1 10597 0 
1 27491 0 
1 10276 0 
1 12041 0 
1 20260 0 
1 26289 0 
1 8918 0 
1 12034 0 
1 9381 0 
1 8396 0 
1 1957 0 
1 26203 0 
1 20277 0 
1 17421 0 
1 10451 0 
1 10469 0 
1 6924 0 
1 2735 0 
1 24823 0 
1 3459 0 
1 24726 0 
1 24030 0 
1 53 0 
1 2833 0 
1 16507 0 
1 14251 0 
1 7019 0 
1 1437 0 
1 3034 0 
1 17501 0 
1 18450 0 
1 5051 0 
1 10585 0 
1 860 0 
1 10273 0 
1 9942 0 
1 3402 0 
1 22981 0 
1 21025 0 
1 27346 0 
1 9211 0 
1 9050 0 
1 18279 0 
1 2407 0 
1 21562 0 
1 21557 0 
1 22508 0 
1 11712 0 
1 19714 0 
1 17172 0 
1 24562 0 
1 26554 0 
1 11713 0 
1 5616 0 
1 2337 0 
